sw,|1|29|7|12|43|33|,686.0,2052.0,128.0,11.0,1.46,0.08,0.05,0.93,0.26,0.0,0.07
sw,|1|29|7|13|43|33|,686.0,2159.0,109.0,11.0,1.46,0.19,0.05,0.88,0.19,0.11,0.07
zn,|1|5|7|31|43|27|,682.0,2052.0,123.0,0.0,1.45,0.06,0.08,1.11,0.15,0.07,0.1
zn,|1|6|7|31|43|21|,656.0,2140.0,113.0,13.0,1.45,0.0,0.05,1.03,0.07,0.07,0.1
zn,|1|6|7|31|43|27|,705.0,2052.0,118.0,13.0,1.45,0.0,0.08,1.09,0.15,0.07,0.1
zn,|1|6|7|31|43|39|,656.0,2358.0,113.0,13.0,1.45,0.06,0.05,1.09,0.15,0.07,0.1
sw,|1|29|7|31|26|19|,683.0,2052.0,104.0,3.0,1.45,0.1,0.0,0.81,0.24,0.07,0.13
sw,|1|29|7|31|26|33|,709.0,2052.0,104.0,14.0,1.45,0.16,0.0,0.96,0.19,0.07,0.07
sw,|1|29|7|31|43|19|,683.0,2052.0,109.0,0.0,1.53,0.02,0.05,0.91,0.24,0.07,0.13
sw,|1|29|7|31|43|33|,709.0,2052.0,109.0,11.0,1.53,0.08,0.05,1.06,0.19,0.07,0.07
sw,|1|29|7|31|32|19|,683.0,2157.0,104.0,0.0,1.45,0.07,0.0,0.88,0.42,0.07,0.13
sw,|1|29|7|31|32|33|,709.0,2157.0,104.0,11.0,1.45,0.13,0.0,1.03,0.37,0.07,0.07
sw,|1|2|7|31|43|19|,659.0,2052.0,118.0,0.0,1.45,0.02,0.07,0.91,0.13,0.26,0.09
sw,|1|2|7|31|43|33|,685.0,2052.0,118.0,11.0,1.45,0.08,0.07,1.06,0.08,0.26,0.03
sw,|1|29|7|31|38|19|,709.0,2052.0,108.0,0.0,1.48,0.02,0.0,0.81,0.24,0.07,0.13
sw,|1|29|7|31|38|33|,735.0,2052.0,108.0,11.0,1.48,0.08,0.0,0.96,0.19,0.07,0.07
sw,|1|29|7|31|46|33|,709.0,165.0,104.0,18.0,1.44,0.12,0.0,0.93,0.19,0.07,0.07
sw,|1|29|7|42|43|19|,660.0,2052.0,109.0,0.0,1.48,0.02,0.13,0.88,0.24,0.07,0.2
sw,|1|29|7|42|43|33|,686.0,2052.0,109.0,11.0,1.48,0.08,0.13,1.03,0.19,0.07,0.14
sw,|1|29|7|42|38|33|,712.0,2052.0,108.0,11.0,1.43,0.08,0.08,0.93,0.19,0.07,0.14
zn,|1|29|36|31|43|27|,707.0,2052.0,118.0,2.0,1.44,0.02,0.08,0.98,0.41,0.07,0.07
zn,|1|23|36|31|43|27|,731.0,2052.0,123.0,2.0,1.44,0.02,0.08,0.83,0.38,0.07,0.03
zn,|1|23|36|31|43|39|,682.0,2358.0,118.0,2.0,1.44,0.08,0.05,0.83,0.38,0.07,0.03
zn,|1|29|30|31|43|27|,682.0,2137.0,100.0,0.0,1.44,0.02,0.1,0.98,0.37,0.07,0.07
zn,|1|23|30|31|43|27|,706.0,2137.0,105.0,0.0,1.44,0.02,0.1,0.83,0.34,0.07,0.03
zn,|1|29|41|31|43|27|,682.0,2052.0,100.0,2.0,1.44,0.0,0.1,1.0,0.33,0.07,0.07
zn,|28|6|7|31|43|19|,582.0,2052.0,118.0,13.0,1.49,0.07,0.05,0.93,0.13,0.07,0.13
zn,|28|6|7|31|43|20|,582.0,2052.0,118.0,20.0,1.51,0.05,0.05,0.81,0.04,0.07,0.1
zn,|28|6|7|31|43|21|,582.0,2140.0,122.0,13.0,1.49,0.05,0.05,0.87,0.07,0.07,0.07
zn,|28|6|7|31|43|27|,631.0,2052.0,127.0,13.0,1.49,0.05,0.08,0.93,0.15,0.07,0.07
zn,|28|6|7|31|43|33|,608.0,2052.0,118.0,24.0,1.49,0.13,0.05,1.08,0.08,0.07,0.07
zn,|28|6|7|31|43|39|,582.0,2358.0,122.0,13.0,1.49,0.11,0.05,0.93,0.15,0.07,0.07
zn,|28|6|7|31|43|44|,605.0,2052.0,118.0,13.0,1.49,0.08,0.16,1.01,0.04,0.07,0.07
zn,|28|29|7|25|43|27|,635.0,2052.0,140.0,0.0,1.47,0.05,0.08,1.02,0.37,0.07,0.08
zn,|28|3|7|31|43|21|,559.0,2351.0,122.0,0.0,1.49,0.1,0.05,0.9,0.07,0.07,0.03
zn,|28|3|7|31|43|27|,608.0,2263.0,127.0,0.0,1.49,0.1,0.08,0.96,0.15,0.07,0.03
zn,|28|3|7|31|43|39|,559.0,2569.0,122.0,0.0,1.49,0.16,0.05,0.96,0.15,0.07,0.03
zn,|28|5|7|31|43|19|,559.0,2052.0,123.0,0.0,1.49,0.13,0.05,0.95,0.13,0.07,0.13
zn,|28|5|7|31|43|20|,559.0,2052.0,123.0,7.0,1.51,0.11,0.05,0.83,0.04,0.07,0.1
zn,|28|5|7|31|43|21|,559.0,2140.0,127.0,0.0,1.49,0.11,0.05,0.89,0.07,0.07,0.07
zn,|28|5|7|31|43|27|,608.0,2052.0,132.0,0.0,1.49,0.11,0.08,0.95,0.15,0.07,0.07
zn,|28|5|7|31|43|33|,585.0,2052.0,123.0,11.0,1.49,0.19,0.05,1.1,0.08,0.07,0.07
zn,|28|5|7|31|43|39|,559.0,2358.0,127.0,0.0,1.49,0.17,0.05,0.95,0.15,0.07,0.07
zn,|28|5|7|31|43|44|,582.0,2052.0,123.0,0.0,1.49,0.14,0.16,1.03,0.04,0.07,0.07
zn,|28|29|7|31|15|21|,629.0,1833.0,117.0,0.0,1.46,0.05,0.0,1.05,0.18,0.07,0.07
zn,|28|29|7|31|15|27|,678.0,1745.0,122.0,0.0,1.46,0.05,0.03,1.11,0.26,0.07,0.07
zn,|28|29|7|31|15|39|,629.0,2051.0,117.0,0.0,1.46,0.11,0.0,1.11,0.26,0.07,0.07
